PID,id,Block,Type,Trial,Cue Time,Action,Action Time,Reward,Reward Time,RT,Spin Speed,Craving Rating,Mood Rating,pid_db,Q_left,Q_right,PE
5c284ae48e845b0001fc40aa,612,2,money,47,1647967027.46,1,1647967028.009,1,1647967031.029,0.5490000247955322,fast,25.0,-1.0,4,0.12537905518493098,0.9412262597467324,0.14037313074616187
5c284ae48e845b0001fc40aa,615,2,money,48,1647967036.051,1,1647967036.885,1,1647967041.406,0.8339998722076416,slow,-1.0,-1.0,4,0.17600161252911872,0.9753916399456452,0.05877374025326765
5c284ae48e845b0001fc40aa,620,2,money,49,1647967042.46,1,1647967045.444,1,1647967048.463,2.983999967575073,fast,23.0,28.0,4,0.21978353977097564,0.9896965654737092,0.02460836005435485
5c284ae48e845b0001fc40aa,622,2,money,50,1647967056.955,1,1647967058.591,0,1647967061.611,1.636000156402588,fast,-1.0,-1.0,4,0.25764921178707617,0.41438250012311095,-0.9896965654737092
5c284ae48e845b0001fc40aa,627,2,money,51,1647967062.646,0,1647967063.829,1,1647967068.35,1.183000087738037,slow,24.0,25.0,4,0.6891803141291136,0.4259519995255626,0.7423507882129239
5c284ae48e845b0001fc40aa,630,2,money,52,1647967076.675,0,1647967079.177,0,1647967083.682,2.502000093460083,slow,-1.0,-1.0,4,0.2885573938187416,0.4359581115759449,-0.6891803141291136
5c284ae48e845b0001fc40aa,632,2,money,53,1647967084.719,1,1647967085.067,1,1647967088.087,0.3479998111724853,fast,-1.0,-1.0,4,0.3171296496003802,0.7638376285690671,0.5640418884240551
5c284ae48e845b0001fc40aa,637,2,money,54,1647967089.121,1,1647967090.005,0,1647967094.526,0.8840000629425049,slow,22.0,25.0,4,0.3418409342409823,0.3198161509867001,-0.7638376285690671
5c284ae48e845b0001fc40aa,645,2,money,55,1647967103.735,0,1647967105.237,1,1647967108.256,1.502000093460083,fast,23.0,-1.0,4,0.7244310946786268,0.344164408486491,0.6581590657590177
5c284ae48e845b0001fc40aa,649,2,money,56,1647967115.197,0,1647967116.565,1,1647967121.086,1.368000030517578,slow,-1.0,-1.0,4,0.8846202604647788,0.3652224840608621,0.27556890532137324
5c284ae48e845b0001fc40aa,652,2,money,57,1647967122.12,0,1647967123.138,1,1647967127.659,1.0180001258850098,slow,-1.0,-1.0,4,0.9516909054753829,0.38343498024872,0.11537973953522118
5c284ae48e845b0001fc40aa,657,2,money,58,1647967128.694,0,1647967129.627,0,1647967132.647,0.9330000877380372,fast,-1.0,-1.0,4,0.3984696628370714,0.3991864204133869,-0.9516909054753829
5c284ae48e845b0001fc40aa,661,2,money,59,1647967133.681,1,1647967134.766,0,1647967137.785,1.0850000381469729,fast,-1.0,-1.0,4,0.4121894651768533,0.1671379619539447,-0.3991864204133869
5c284ae48e845b0001fc40aa,668,2,money,60,1647967138.82,1,1647967139.938,0,1647967144.461,1.118000030517578,slow,24.0,22.0,4,0.4240553095617766,0.0699800817302087,-0.1671379619539447
5bfadc1846911f0001d7d1eb,298,1,money,1,1647966100.323,1,1647966101.808,0,1647966104.827,1.4850001335144043,fast,-1.0,-1.0,5,0.5,0.37425558192925945,-0.5
5bfadc1846911f0001d7d1eb,302,1,money,2,1647966105.862,1,1647966108.131,0,1647966111.184,2.2690000534057617,fast,37.0,-1.0,5,0.5,0.2801344812104173,-0.37425558192925945
5bfadc1846911f0001d7d1eb,303,1,money,3,1647966121.711,1,1647966122.879,0,1647966127.4,1.1679999828338623,slow,-1.0,-1.0,5,0.5,0.20968378656771183,-0.2801344812104173
5bfadc1846911f0001d7d1eb,304,1,money,4,1647966128.434,0,1647966130.47,0,1647966135.024,2.0360000133514404,slow,-1.0,-1.0,5,0.37425558192925945,0.373575029018684,-0.5
5bfadc1846911f0001d7d1eb,306,1,money,5,1647966136.058,0,1647966136.709,1,1647966139.729,0.6510000228881836,fast,33.0,16.0,5,0.5316233173518984,0.44494529568754365,0.6257444180707405
5bfadc1846911f0001d7d1eb,307,1,money,6,1647966148.337,1,1647966149.622,0,1647966154.143,1.2850000858306885,slow,-1.0,-1.0,5,0.513771111614058,0.3330465211284561,-0.44494529568754365
5bfadc1846911f0001d7d1eb,310,1,money,7,1647966155.177,1,1647966156.279,0,1647966159.298,1.1019999980926514,fast,-1.0,-1.0,5,0.5059969519635313,0.2492890391488915,-0.3330465211284561
5bfadc1846911f0001d7d1eb,313,1,money,8,1647966160.333,0,1647966161.501,1,1647966166.055,1.1679999828338623,slow,-1.0,-1.0,5,0.630233203564567,0.39082206062290115,0.49400304803646866
5bfadc1846911f0001d7d1eb,316,1,money,9,1647966167.089,0,1647966182.005,1,1647966186.576,14.916000127792358,slow,38.0,-1.0,5,0.7232254248438781,0.4524559181371078,0.369766796435433
5bfadc1846911f0001d7d1eb,318,1,money,10,1647966191.931,0,1647966193.149,1,1647966196.169,1.2179999351501465,fast,-1.0,-1.0,5,0.7928311406234441,0.47929581989656467,0.2767745751561219
5bfadc1846911f0001d7d1eb,320,1,money,11,1647966197.203,0,1647966200.657,1,1647966203.71,3.4539999961853027,fast,-1.0,-1.0,5,0.8449317959528123,0.490983881548251,0.20716885937655594
5bfadc1846911f0001d7d1eb,321,1,money,12,1647966204.744,0,1647966209.116,1,1647966213.67,4.371999979019165,slow,-1.0,-1.0,5,0.8839297181111893,0.49607372078827305,0.15506820404718769
5bfadc1846911f0001d7d1eb,340,1,money,13,1647966214.721,0,1647966273.097,0,1647966276.132,58.37599992752075,fast,34.0,28.0,5,0.6616312620725389,0.4982902100797657,-0.8839297181111893
